GEL,15.6913
THB,1.346690
VND,0.0016097
CAD,30.7930
CHF,53.3210
HUF,0.129194
INR,0.468930
AED,11.5155
MYR,10.4322
PLN,11.7709
RSD,0.423360
GBP,56.8624
HKD,5.4276
MDL,2.5145
JPY,0.269470
TND,14.6397
ZAR,2.5606
TRY,0.9830
XDR,57.8594
IDR,0.002529
BDT,0.346070
USD,42.2942
CZK,2.0511
DZD,0.326640
EUR,49.5794
AZN,24.8760
MXN,2.3570
NOK,4.1987
CNY,6.0514
EGP,0.8872
RON,9.7423
NZD,24.3953
ILS,13.3235
SEK,4.5851
SGD,32.8754
KRW,0.029258
KZT,0.083388
SAR,11.2773
LBP,0.000472
DKK,6.6377
AUD,28.2990
